Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Elbow Problems","Primary Care of Musculoskeletal Problems in the Outpatient Setting","","","","10.1007/0-387-36220-5_6","Clinical Professor Edward J. Shahady MD","2006","http://link.springer.com/chapter/10.1007/0-387-36220-5_6","Chapter"
"On the nature of information access evaluation metrics: a unifying framework","Information Retrieval Journal","","23","3","10.1007/s10791-020-09374-0","Enrique AmigóStefano Mizzaro","2020","http://link.springer.com/article/10.1007/s10791-020-09374-0","Article"
"An ensemble classification approach for prediction of user’s next location based on Twitter data","Journal of Ambient Intelligence and Humanized Computing","","10","11","10.1007/s12652-018-1134-3","Sachin KumarMarina I. Nezhurina","2019","http://link.springer.com/article/10.1007/s12652-018-1134-3","Article"
"A Passage-Level Text Similarity Calculation","Natural Language Processing and Chinese Computing","","","","10.1007/978-3-030-60450-9_17","Ming LiuZihao ZhengBing QinYitong Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-60450-9_17","Chapter"
"Reading More Efficiently: Multi-sentence Summarization with a Dual Attention and Copy-Generator Network","PRICAI 2018: Trends in Artificial Intelligence","","","","10.1007/978-3-319-97304-3_62","Xi ZhangHua-ping ZhangLei Zhao","2018","http://link.springer.com/chapter/10.1007/978-3-319-97304-3_62","Chapter"
"Linking Historical Ship Records to a Newspaper Archive","Social Informatics","","","","10.1007/978-3-319-15168-7_32","Andrea Bravo BaladoVictor de BoerGuus Schreiber","2015","http://link.springer.com/chapter/10.1007/978-3-319-15168-7_32","Chapter"
"An investigation on information quality, media richness, and social media fatigue during the disruptions of COVID-19 pandemic","Current Psychology","","","","10.1007/s12144-021-02253-x","Huan XiaoZhenduo ZhangLi Zhang","2021","http://link.springer.com/article/10.1007/s12144-021-02253-x","Article"
"Inferring Implicit Topical Interests on Twitter","Advances in Information Retrieval","","","","10.1007/978-3-319-30671-1_35","Fattane ZarrinkalamHossein FaniEbrahim BagheriMohsen Kahani","2016","http://link.springer.com/chapter/10.1007/978-3-319-30671-1_35","Chapter"
"Society-in-the-loop: programming the algorithmic social contract","Ethics and Information Technology","","20","1","10.1007/s10676-017-9430-8","Iyad Rahwan","2018","http://link.springer.com/article/10.1007/s10676-017-9430-8","Article"
"Machine Learning","Intelligent Systems","","","","10.1007/978-3-642-21004-4_10","Crina GrosanAjith Abraham","2011","http://link.springer.com/chapter/10.1007/978-3-642-21004-4_10","Chapter"
"Regulatory compliance vs. NEXUS quality for laboratory tests","Accreditation and Quality Assurance","","11","6","10.1007/s00769-006-0126-8","Sharon S. EhrmeyerRonald H. Laessig","2006","http://link.springer.com/article/10.1007/s00769-006-0126-8","Article"
"HTTP-SoLDiER: An HTTP-flooding attack detection scheme with the large deviation principle","Science China Information Sciences","","57","10","10.1007/s11432-013-5015-2","Jin WangXiaoLong YangMin ZhangKePing LongJie Xu","2014","http://link.springer.com/article/10.1007/s11432-013-5015-2","Article"
"Nearest Neighbors Graph Construction: Peer Sampling to the Rescue","Networked Systems","","","","10.1007/978-3-319-46140-3_4","Yahya BenkaouzMohammed ErradiAnne-Marie Kermarrec","2016","http://link.springer.com/chapter/10.1007/978-3-319-46140-3_4","Chapter"
"Context-Aware Collaborative Data Stream Mining in Ubiquitous Devices","Advances in Intelligent Data Analysis X","","","","10.1007/978-3-642-24800-9_5","João Bártolo GomesMohamed Medhat GaberPedro A. C. SousaErnestina Menasalvas","2011","http://link.springer.com/chapter/10.1007/978-3-642-24800-9_5","Chapter"
"Models, Methods and Algorithms","Trust-based Collective View Prediction","","","","10.1007/978-1-4614-7202-5_6","Tiejian LuoSu ChenGuandong XuJia Zhou","2013","http://link.springer.com/chapter/10.1007/978-1-4614-7202-5_6","Chapter"
"Telemedicine and Telemonitoring in Healthcare","Brain and Health Informatics","","","","10.1007/978-3-319-02753-1_20","Salmah F. A. AlsgaerXiaohui TaoJi ZhangHua WangZhi Guo","2013","http://link.springer.com/chapter/10.1007/978-3-319-02753-1_20","Chapter"
"Collaborative Model for Predicting Retweeting Behaviors on Twitter","Web Technologies and Applications","","","","10.1007/978-3-319-28121-6_10","Liang GuoZhaoyun DingSheng ZhangTaowei LiWeiwei JiangHui Wang","2015","http://link.springer.com/chapter/10.1007/978-3-319-28121-6_10","Chapter"
"Data Economy and Industrialization","Data Science Thinking","","","","10.1007/978-3-319-95092-1_8","Longbing Cao","2018","http://link.springer.com/chapter/10.1007/978-3-319-95092-1_8","Chapter"
"Overview of the Living Labs for Information Retrieval Evaluation (LL4IR) CLEF Lab 2015","Experimental IR Meets Multilinguality, Multimodality, and Interaction","","","","10.1007/978-3-319-24027-5_47","Anne SchuthKrisztian BalogLiadh Kelly","2015","http://link.springer.com/chapter/10.1007/978-3-319-24027-5_47","Chapter"
"Introduction to Multimedia","Fundamentals of Multimedia","","","","10.1007/978-3-030-62124-7_1","Ze-Nian LiMark S. DrewJiangchuan Liu","2021","http://link.springer.com/chapter/10.1007/978-3-030-62124-7_1","Chapter"
"A Semantic-Based Strategy to Model Multimedia Social Networks","Transactions on Large-Scale Data- and Knowledge-Centered Systems XLVII","","","","10.1007/978-3-662-62919-2_2","Kurosh MadaniAntonio M. RinaldiCristiano Russo","2021","http://link.springer.com/chapter/10.1007/978-3-662-62919-2_2","Chapter"
"Preference-based reinforcement learning: a formal framework and a policy iteration algorithm","Machine Learning","","89","1 - 2","10.1007/s10994-012-5313-8","Johannes FürnkranzEyke HüllermeierWeiwei ChengSang-Hyeun Park","2012","http://link.springer.com/article/10.1007/s10994-012-5313-8","Article"
"Factors affecting the perceived usability of the mobile web portal services: comparing simplicity with consistency","Information Technology and Management","","14","1","10.1007/s10799-012-0143-8","Jongtae LeeDongwon LeeJunghoon MoonMyeong-Cheol Park","2013","http://link.springer.com/article/10.1007/s10799-012-0143-8","Article"
"Bilingual Document Similarity Calculation Based on Bilingual Word Embedding","Recent Developments in Intelligent Computing, Communication and Devices","","","","10.1007/978-981-10-8944-2_95","Wanjin CheZhengtao YuJian HuangShengxiang Gao","2019","http://link.springer.com/chapter/10.1007/978-981-10-8944-2_95","Chapter"
"User Modelling for Personalized Question Answering","AI*IA 2007: Artificial Intelligence and Human-Oriented Computing","","","","10.1007/978-3-540-74782-6_34","Silvia QuarteroniSuresh Manandhar","2007","http://link.springer.com/chapter/10.1007/978-3-540-74782-6_34","Chapter"
"Designing for Social Support in a Mobile Health Application for Children and Adolescents","Advances in Human Factors and Ergonomics in Healthcare and Medical Devices","","","","10.1007/978-3-319-94373-2_28","Jette SelentMichael Minge","2019","http://link.springer.com/chapter/10.1007/978-3-319-94373-2_28","Chapter"
"Twinder: Enhancing Twitter Search","Bridging Between Information Retrieval and Databases","","","","10.1007/978-3-642-54798-0_10","Ke TaoFabian AbelClaudia HauffGeert-Jan HoubenUjwal Gadiraju","2014","http://link.springer.com/chapter/10.1007/978-3-642-54798-0_10","Chapter"
"Student Academic Performance Prediction Using Deep Multi-source Behavior Sequential Network","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-030-47426-3_44","Xiang LiXinning ZhuXiaoying ZhuYang JiXiaosheng Tang","2020","http://link.springer.com/chapter/10.1007/978-3-030-47426-3_44","Chapter"
"Optimization and Performance Measurement Model for Massive Data Streams","Futuristic Trends in Network and Communication Technologies","","","","10.1007/978-981-16-1480-4_31","Vivek KumarDilip K. SharmaVinay K. Mishra","2021","http://link.springer.com/chapter/10.1007/978-981-16-1480-4_31","Chapter"
"Behave: Behavioral Cache for Web Content","Distributed Applications and Interoperable Systems","","","","10.1007/978-3-662-43352-2_8","Davide FreyMathieu GoessensAnne-Marie Kermarrec","2014","http://link.springer.com/chapter/10.1007/978-3-662-43352-2_8","Chapter"
"Noise-Tolerant Approximate Blocking for Dynamic Real-Time Entity Resolution","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-319-06605-9_37","Huizhi LiangYanzhe WangPeter ChristenRoss Gayler","2014","http://link.springer.com/chapter/10.1007/978-3-319-06605-9_37","Chapter"
"Formal semantics and high performance in declarative machine learning using Datalog","The VLDB Journal","","30","5","10.1007/s00778-021-00665-6","Jin WangJiacheng WuMingda LiJiaqi GuAriyam DasCarlo Zaniolo","2021","http://link.springer.com/article/10.1007/s00778-021-00665-6","Article"
"Contextual Information Search Based on Ontological User Profile","Computational Collective Intelligence. Technologies and Applications","","","","10.1007/978-3-642-16732-4_52","Nazim Uddin MohammedTrong Hai DuongGeun Sik Jo","2010","http://link.springer.com/chapter/10.1007/978-3-642-16732-4_52","Chapter"
"A Review and Analysis of the Concept of the Digital Content Industry in China","Publishing Research Quarterly","","37","2","10.1007/s12109-021-09808-7","Zhang LiWu SupingZhou Dan","2021","http://link.springer.com/article/10.1007/s12109-021-09808-7","Article"
"Driving rule extraction based on cognitive behavior analysis","Journal of Central South University","","27","1","10.1007/s11771-020-4286-1","Yu-cheng Zhao 赵宇橙Jun Liang 梁军Long Chen 陈龙Ying-feng Cai 蔡英凤Ming Yao 姚明Guo-dong Hua 华国栋Ning Zhu 朱宁","2020","http://link.springer.com/article/10.1007/s11771-020-4286-1","Article"
"A Perfect Ship, a Professional Crew, and a Home for Pet Dogs","Roald Amundsen’s Sled Dogs","","","","10.1007/978-3-030-02692-9_4","Mary R. Tahan","2019","http://link.springer.com/chapter/10.1007/978-3-030-02692-9_4","Chapter"
"Women’s Political Participation on Social Media: The Case of Tanzania","Re-imagining Diffusion and Adoption of Information Technology and Systems: A Continuing Conversation","","","","10.1007/978-3-030-64861-9_33","Banita LalShrumisha KwayuSajeel Ahmed","2020","http://link.springer.com/chapter/10.1007/978-3-030-64861-9_33","Chapter"
"Periscope","Dublin Journal of Medical Science (1872-1920)","","76","4","10.1007/BF02975799","G. F. Duffey M.D., F.K.Q.C.P.","1883","http://link.springer.com/article/10.1007/BF02975799","Article"
"Demographic Prediction from Purchase Data Based on Knowledge-Aware Embedding","Neural Information Processing","","","","10.1007/978-3-030-36802-9_32","Yiwen JiangWei TangNeng GaoJi XiangYijun Su","2019","http://link.springer.com/chapter/10.1007/978-3-030-36802-9_32","Chapter"
"Location prediction in large-scale social networks: an in-depth benchmarking study","The VLDB Journal","","28","5","10.1007/s00778-019-00553-0","Nur Al Hasan HaldarJianxin LiMark ReynoldsTimos SellisJeffrey Xu Yu","2019","http://link.springer.com/article/10.1007/s00778-019-00553-0","Article"
"Choosing the Right Home Location Definition Method for the Given Dataset","Social Informatics","","","","10.1007/978-3-319-27433-1_14","Iva BojicEmanuele MassaroAlexander BelyiStanislav SobolevskyCarlo Ratti","2015","http://link.springer.com/chapter/10.1007/978-3-319-27433-1_14","Chapter"
"Optimizing mHealth Interventions with a Bandit","Digital Phenotyping and Mobile Sensing","","","","10.1007/978-3-030-31620-4_18","Mashfiqui RabbiPredrag KlasnjaTanzeem ChoudhuryAmbuj TewariSusan Murphy","2019","http://link.springer.com/chapter/10.1007/978-3-030-31620-4_18","Chapter"
"User Interaction Based Community Detection in Online Social Networks","Database Systems for Advanced Applications","","","","10.1007/978-3-319-05813-9_20","Himel DevMohammed Eunus AliTanzima Hashem","2014","http://link.springer.com/chapter/10.1007/978-3-319-05813-9_20","Chapter"
"Use of Microblog Behavior Data in a Language Modeling Framework to Enhance Web Search Personalization","Information Retrieval Technology","","","","10.1007/978-3-319-48051-0_13","Arjumand Younus","2016","http://link.springer.com/chapter/10.1007/978-3-319-48051-0_13","Chapter"
"A survey of image data indexing techniques","Artificial Intelligence Review","","52","2","10.1007/s10462-018-9673-8","Saurabh SharmaVishal GuptaMamta Juneja","2019","http://link.springer.com/article/10.1007/s10462-018-9673-8","Article"
"Applications of game theory in deep learning: a survey","Multimedia Tools and Applications","","81","6","10.1007/s11042-022-12153-2","Tanmoy HazraKushal Anjaria","2022","http://link.springer.com/article/10.1007/s11042-022-12153-2","Article"
"Exploring Random Indexing for Profile Learning","Future and Emergent Trends in Language Technology","","","","10.1007/978-3-319-33500-1_7","Adrian Fonseca BruzónAurelio López-LópezJosé Medina Pagola","2016","http://link.springer.com/chapter/10.1007/978-3-319-33500-1_7","Chapter"
"Shoulder Problems","Primary Care of Musculoskeletal Problems in the Outpatient Setting","","","","10.1007/0-387-36220-5_5","Clinical Professor Edward J. Shahady MDJason Buseman MSAaron Nordgren BS","2006","http://link.springer.com/chapter/10.1007/0-387-36220-5_5","Chapter"
"Topic-Association Mining for User Interest Detection","Advances in Information Retrieval","","","","10.1007/978-3-319-76941-7_60","Anil Kumar TrikhaFattane ZarrinkalamEbrahim Bagheri","2018","http://link.springer.com/chapter/10.1007/978-3-319-76941-7_60","Chapter"
"P","Encyclopedia of British Women’s Writing 1900–1950","","","","10.1057/9780230379473_16","Faye HammillEsme MiskimminAshlie Sponenberg","2006","http://link.springer.com/chapter/10.1057/9780230379473_16","Chapter"
"Using Unsupervised Deep Learning for Automatic Summarization of Arabic Documents","Arabian Journal for Science and Engineering","","43","12","10.1007/s13369-018-3198-y","Nabil AlamiNoureddine En-nahnahiSaid Alaoui OuatikMohammed Meknassi","2018","http://link.springer.com/article/10.1007/s13369-018-3198-y","Article"
"Balancing exploration and exploitation in listwise and pairwise online learning to rank for information retrieval","Information Retrieval","","16","1","10.1007/s10791-012-9197-9","Katja HofmannShimon WhitesonMaarten de Rijke","2013","http://link.springer.com/article/10.1007/s10791-012-9197-9","Article"
"Unsupervised Learning of Graph and Hypergraph Clustering","Unsupervised Learning in Space and Time","","","","10.1007/978-3-030-42128-1_3","Marius Leordeanu","2020","http://link.springer.com/chapter/10.1007/978-3-030-42128-1_3","Chapter"
"The Social Impact of Transformation on Subjective Well-being of Residents","Urban Innovation and Upgrading in China Shanty Towns","","","","10.1007/978-3-662-43905-0_7","Pengfei NiBanji Oyelaran-OyeyinkaFei Chen","2015","http://link.springer.com/chapter/10.1007/978-3-662-43905-0_7","Chapter"
